"","video_id","publishedAt","title","description","id","viewCount","likeCount","favoriteCount","commentCount"
"212","GBS3u7BtIIA",2022-05-25,"Last Gasp Of Bush Dynasty CRUSHED In TX AG Primary | Breaking Points with Krystal and Saagar","Krystal and Saagar talk about the Texas AG primary on the GOP side that saw the last member of the Bush political dynasty lose ...","GBS3u7BtIIA",33671,1206,0,151
"213","Ge4Uvcl2LM4",2022-06-27,"Saagar Enjeti: Dave Portnoy TURNS On GOP For Roe. Will It Matter?","Saagar looks at the backlash to the GOP's abortion stance from Barstool founder Dave Portnoy reflecting the shifts in 'Barstool ...","Ge4Uvcl2LM4",110445,3597,0,1220
"214","gMOcvQFS6MA",2022-05-19,"Trump Tells OZ DECLARE VICTORY Ahead Of Election Recount | Breaking Points with Krystal and Saagar","Krystal and Saagar break down the Pennsylvania GOP Senate race between Dr. Oz and Dave McCormick that is headed to a ...","gMOcvQFS6MA",74295,2135,0,495
"215","7xqXRCUIjgw",2022-07-26,"Trump TRASHES Fox News As They Air DeSantis Propaganda | Breaking Points with Krystal and Saagar","Krystal and Saagar look at the tension between Donald Trump and Fox News as the network airs propaganda videos promoting a ...","7xqXRCUIjgw",71722,2106,0,674
"216","5wThXgiwjys",2022-05-02,"CRINGIEST White House Correspondents Dinner Moments | Breaking Points with Krystal and Saagar","Krystal and Saagar provide the most notable cringeworthy moments from the White House Correspondents Dinner from the DC ...","5wThXgiwjys",163030,5767,0,1408
"217","OrVqFj0vPjs",2022-05-25,"DEM CIVIL WAR: TOO CLOSE TO CALL In Cisneros-Cuellar Runoff |Breaking Points with Krystal and Saagar","Krystal and Saagar provide the figures on the super close Dem primary fight between the establishment incumbent Rep. Cuellar ...","OrVqFj0vPjs",50925,1710,0,303
"218","5NWdjRllP7Q",2022-07-12,"Trump Poised To Endorse NUTJOB In MO Senate Race | Breaking Points with Krystal and Saagar","Krystal and Saagar consider whether Trump is set to endorse scandal plagued Eric Greitens in the Missouri GOP Senate primary ...","5NWdjRllP7Q",41658,1397,0,428
"219","YfJ8VV3II8U",2022-06-27,"CIA Operatives, NATO Troops ON GROUND In Ukraine | Breaking Points with Krystal and Saagar","Krystal and Saagar cover the battle updates from Ukraine's fight against Russia in the Donbas region and the presence of CIA ...","YfJ8VV3II8U",97586,3231,0,923
"220","H10i9-iNeak",2022-05-06,"Bernie FLAMES Dems Giving Corporate Tax Breaks | Breaking Points with Krystal and Saagar","Krystal is joined by journalist Julia Rock of THE LEVER to better understand the corporate tax breaks in Senate legislation that ...","H10i9-iNeak",58587,2676,0,514
"221","mo4vLqCsF5c",2022-08-18,"Maddow Replacement FAILS On Very First Day | Breaking Points with Krystal and Saagar","Krystal and Saagar bring viewers the teleprompter mistake and low ratings from Rachel Maddow's replacement debut on MSNBC ...","mo4vLqCsF5c",150445,4843,0,917
"222","kQcjMSYyCkc",2022-07-14,"Europe Warns Of Ukraine Black Market Arms FLOODING Conflict Zones | Breaking Points","Krystal and Saagar break down the growing warnings out of Europe about the Ukrainian weapons ending up in black markets and ...","kQcjMSYyCkc",81369,2902,0,807
"223","fo8L8pzUy3Q",2022-05-16,"Krystal and Saagar Say THANK YOU For 800K Subscribers! | Breaking Points with Krystal and Saagar","Krystal and Saagar say thank you to the Breaking Points community for getting the show to 800K subscribers in less than a year ...","fo8L8pzUy3Q",66808,3402,0,387
"224","oTxjgVcKqeg",2022-06-27,"Pence Calls For NATIONAL ABORTION BAN | Breaking Points with Krystal and Saagar","Krystal and Saagar respond to the call by former VP Mike Pence for a national abortion ban after Roe was overturned despite its ...","oTxjgVcKqeg",62761,1928,0,825
"225","tIK48c3DCCg",2022-02-15,"AOC SILENT On Pelosi Leadership, Warns Of &#39;Jim Crow&#39; Return |Breaking Points with Krystal and Saagar","Krystal and Saagar offer their perspective on AOC's comments about Nancy Pelosi's leadership in the house and her belief that ...","tIK48c3DCCg",179588,6995,0,1788
"226","yOJctiGlIxs",2022-07-05,"DATA Proves Corporate Price Gouging | Breaking Points with Krystal and Saagar","Saagar is joined by the Roosevelt Institute's Director of Corporate Power Niko Lusiani to better understand statistics showing how ...","yOJctiGlIxs",71113,2848,0,480
"227","Yj4GcPQJEns",2022-03-22,"Post Pandemic Boomers FEAST While Millennials Starve | Breaking Points with Krystal and Saagar","Krystal and Saagar examine the growing generational wealth gap between Baby Boomers and Millennials exacerbated by covid ...","Yj4GcPQJEns",130594,4790,0,2432
"228","_lzb-buTemA",2022-08-15,"Trump SURGES In GOP Polls After Raid | Breaking Points with Krystal and Saagar","Krystal and Saagar go into the initial polling showing stronger GOP support for Trump after the FBI raid on his residence To ...","_lzb-buTemA",59082,1763,0,841
"229","VhzVw48VS7g",2022-04-02,"Fox News TEARS: Will Anyone Think of Ultra-Rich??? | Breaking Points with Krystal and Saagar","Krystal and Saagar criticize Fox News' coverage of the Biden administration's proposed billionaires tax where they came to the ...","VhzVw48VS7g",69613,3019,0,754
"230","Q8L2zBCbmCY",2022-06-11,"Biden HIKES Medicare Prices, Insurers Reap Profits | Breaking Points with Krystal and Saagar","Krystal talks with The Lever journalist Matthew Cunningham Cook about the Biden administration's Medicare price hike that will ...","Q8L2zBCbmCY",82484,3659,0,1010
"231","FOVA9UDLjkk",2021-10-21,"&#39;You Dumb Mother F*****&#39;: Joe Rogan RESPONDS To Don Lemon | Breaking Points with Krystal and Saagar","Krystal and Saagar respond to the latest comments by Joe Rogan towards CNN's coverage of him, particularly his choice words ...","FOVA9UDLjkk",2751254,98441,0,12857
"232","CLZi_0l1GGk",2021-10-18,"John Deere&#39;s EPIC Failure To Shut Down Worker Uprising | Breaking Points with Krystal and Saagar","Krystal and Saagar break down the reasons for rank and file John Deere workers striking and they put the labor action happening ...","CLZi_0l1GGk",94337,4604,0,630
"233","UCFo0JC8ppk",2022-04-26,"Saudi Prince HUMILIATES Biden Advisor | Breaking Points with Krystal and Saagar","Krystal and Saagar scrutinize the humiliating confrontation between Biden national security advisor Jake Sullivan and Saudi ...","UCFo0JC8ppk",117936,4197,0,1066
"234","1PlUf7tqq6A",2021-11-26,"Fauci GASLIGHTS On Gain of Function Research | Breaking Points with Krystal and Saagar","Krystal and Saagar respond to the comments made by Dr. Anthony Fauci where he downplays the importance of gain of function ...","1PlUf7tqq6A",140539,9099,0,1104
"235","_aGFaNSkjOY",2022-04-19,"Airline, Train Mask Mandates DEAD | Breaking Points with Krystal and Saagar","Krystal and Saagar break the news that mask mandates for travel have been overturned by a court judge and that private ...","_aGFaNSkjOY",67860,2731,0,910
"236","k5nqwpzKCiw",2022-03-15,"Biden Blames ALL INFLATION On Putin | Breaking Points with Krystal and Saagar","Krystal and Saagar present the newest polling on Joe Biden as the President and Democrats harden their midterm messaging ...","k5nqwpzKCiw",77265,2424,0,681
"237","f3FDlhJZegU",2022-05-31,"REPORT: Putin Possibly Has Terminal Cancer | Breaking Points with Krystal and Saagar","Krystal and Saagar evaluate the merits of the reporting about Russian autocrat Vladimir Putin having terminal cancer giving him ...","f3FDlhJZegU",145881,3718,0,1014
"238","EHJZABfpbms",2022-06-09,"ANALYSIS: Why SF Voters FIRED Chesa Boudin | Breaking Points with Krystal and Saagar","Krystal and Saagar are joined by journalist and author Ross Barkan to discuss the San Francisco recall of soft on crime District ...","EHJZABfpbms",109159,3677,0,1167
"239","mJRSXi27X9A",2022-06-07,"Elon Opens Door To DITCH Twitter Takeover | Breaking Points with Krystal and Saagar","Krystal and Saagar break down the growing dispute between Elon Musk and Twitter about bot counts that could be Musk's way ...","mJRSXi27X9A",100918,2975,0,858
"240","8t9TKsyMaWk",2022-04-19,"Russia Launches NEW MAJOR Offensive, Boosts Troops | Breaking Points with Krystal and Saagar","Krystal and Saagar break down the latest battle updates from Ukraine as Russia launches a new offensive in the eastern Donbass ...","8t9TKsyMaWk",76473,2357,0,654
"241","ttsvwsMBrkk",2022-07-12,"Dr Oz FLAILING As Fetterman Pounds Him For Carpetbagging | Breaking Points with Krystal and Saagar","Krystal and Saagar update viewers on the Pennsylvania Senate battle between Republican Dr Oz and Democrat John Fetterman ...","ttsvwsMBrkk",135068,4377,0,1034
"242","qZT5Dm4Sn6o",2022-07-28,"FINALLY: Biden Moves To Combat Gas Prices | Breaking Points with Krystal and Saagar","Krystal and Saagar deliver good news about the Biden administration finally doing something about gas prices after months of ...","qZT5Dm4Sn6o",69016,2345,0,600
"243","uc-OJvo8PZ4",2022-05-20,"Dem Voters Show DISGUST For Establishment in Primary Defeats | Breaking Points","Krystal talks with The Lever journalist David Sirota about the primary results that featured progressive wins against the ...","uc-OJvo8PZ4",75808,3288,0,658
"244","ZPoqZJuYcQ0",2021-12-21,"INSIDE BIPARTISAN Push To INVESTIGATE Amazon&#39;s Abuse | Breaking Points with Krystal and Saagar","Krystal and Saagar break down the significance of the bipartisan coalition forming to fight the dangerous working conditions faced ...","ZPoqZJuYcQ0",79614,2995,0,241
"245","zYO1ZCqI0aw",2022-06-27,"Liz Cheney BEGS Dems To Bail Her Out | Breaking Points with Krystal and Saagar","Krystal and Saagar talk about Liz Cheney's desperate begging of Wyoming Democrats to switch parties and vote for her in the ...","zYO1ZCqI0aw",103730,3317,0,738
"246","_6UglM-Ba9E",2022-08-02,"Kansas Voters FIRST To Decide On Abortion Post-Roe | Breaking Points with Krystal and Saagar","Krystal and Saagar consider the possibilities of Kansas' abortion referendum that will be voted on tonight To become a Breaking ...","_6UglM-Ba9E",33228,1041,0,432
"247","JN1gQst3r7M",2022-08-04,"China FIRES MISSILES Into Taiwanese, Japanese Waters After Pelosi Visit | Breaking Points","Krystal and Saagar examine the ramifications of Nancy Pelosi's trip to Taiwan that led to China firing missiles in Taiwan and ...","JN1gQst3r7M",138844,4965,0,1472
"248","NCIHB2RejCc",2022-06-27,"Johnson PRESSES France To Reject Ukraine Peace | Breaking Points with Krystal and Saagar","Krystal and Saagar provide their commentary on British Prime Minister Boris Johnson's insistence to French President Macron that ...","NCIHB2RejCc",66294,2019,0,520
"249","L0qQSpybve8",2022-05-05,"The TRUMP Effect: JD Vance WINS In Ohio GOP Primary | Breaking Points with Krystal and Saagar","Krystal and Saagar consider the influence that Trump's endorsement had on the Ohio GOP primary victory for JD Vance in his ...","L0qQSpybve8",63254,1827,0,408
"250","AkT53Dh9WDw",2022-04-28,"Krystal And Saagar DEBATE Student Debt Cancellation | Breaking Points with Krystal and Saagar","Krystal and Saagar have an extended debate about student debt cancellation on a political level and on the policy proposals ...","AkT53Dh9WDw",107316,3969,0,2981
"251","LYxwo_7H7-k",2022-05-26,"DELUSIONAL Pence Looks To Take On Trump In 2024 | Breaking Points with Krystal and Saagar","Krystal and Saagar look at the rumors of Pence running against Trump in the 2024 GOP primary and criticize those who believe ...","LYxwo_7H7-k",58797,1777,0,427
"252","dXjvizIPsfM",2022-08-09,"GOP THREATENS INVESTIGATION Of FBI, Merrick Garland | Breaking Points with Krystal and Saagar","Krystal and Saagar consider the implications of GOP leadership pledging to investigate AG Merrick Garland and the FBI in ...","dXjvizIPsfM",77066,2231,0,961
"253","lalOWrMTSyA",2022-05-05,"Nina Turner LOSES: Abandoned By Progressives | Breaking Points with Krystal and Saagar","Krystal and Saagar break down Nina Turner's defeat in the Ohio Democratic primary for the 11th congressional district after ...","lalOWrMTSyA",97153,3193,0,1509
"254","2vLeGFs2g_8",2022-06-14,"James Li: EXPOSING Hidden Forces Jacking Up Gas Prices | Breaking Points with Krystal and Saagar","Krystal and Saagar talk with political commentator James Li about the hidden market forces leading to higher gas prices being ...","2vLeGFs2g_8",68043,2824,0,488
"255","Jphm1TT0fns",2021-12-23,"Saagar Enjeti: Reviewing My WORST Predictions Of 2021","Saagar looks back on all of the predictions he made in 2021 to find his takes that aged the poorest and what he got right in the ...","Jphm1TT0fns",129146,7904,0,1140
"256","YHk7lEB4B9c",2022-07-19,"Andrew Yang FLOATS Matthew McConaughey For President | Breaking Points with Krystal and Saagar","Krystal and Saagar talk about the possibility of an independent candidate running for President after Andrew Yang suggested ...","YHk7lEB4B9c",93670,2711,0,1114
"257","95mpqe8vwJc",2022-04-23,"Boston Marathon BANS Russian, Belarus Athletes | Breaking Points with Krystal and Saagar","Krystal and Saagar bring an update on the Russophobia on display in elite institutions such as the Boston Marathon who banned ...","95mpqe8vwJc",54123,2453,0,971
"258","zRscCCSHOwU",2022-06-27,"Derek Thompson: Airline Cancellations EXPLODE Despite $50 Billion Bailout | Breaking Points","Krystal and Saagar bring writer from The Atlantic Derek Thompson back to Breaking Points to better understand the mass airline ...","zRscCCSHOwU",98067,3257,0,662
"259","fnj1oCRU7q0",2022-08-01,"Manchin PLEADS With Sinema Not To Tank Climate Bill | Breaking Points with Krystal and Saagar","Krystal and Saagar present Joe Manchin's comments towards Kyrsten Sinema about the Dems climate agreement that she could ...","fnj1oCRU7q0",63229,2024,0,598
"260","2h1qqV83XlA",2022-08-01,"Even NEWSMAX Skeptical Of GOP Talking Points On Burn Pits | Breaking Points with Krystal and Saagar","Krystal and Saagar review the conservative network Newsmax's interview with Jon Stewart where they asked him about GOP ...","2h1qqV83XlA",32471,1387,0,193
"261","w0d5WN-9XE0",2022-04-26,"YEAH RIGHT: Trump Says NEVER Coming Back To Twitter | Breaking Points with Krystal and Saagar","Krystal and Saagar question the claim by Trump that he will not return to Twitter now that Elon Musk owns the platform and would ...","w0d5WN-9XE0",48635,1497,0,304
"262","CFjZKzBhrdI",2022-08-02,"BREAKING: Biden Announces Al Qaeda Terrorist Leader Killed In Drone Strike | Breaking Points","Krystal and Saagar cover the Biden administration's announcement that a top Al Qaeda leader who played a key role in plotting ...","CFjZKzBhrdI",86139,2686,0,797
"263","CSwh810W48k",2022-08-08,"Lindsey Graham SPUTTERS On Gay Marriage Vote | Breaking Points with Krystal and Saagar","Krystal and Saagar cover Lindsey Graham being pressed on CNN about his views on gay marriage as Democrats try to rally GOP ...","CSwh810W48k",52204,1704,0,518
"264","QFkI4KiLNcQ",2022-08-08,"How Sinema BAILED OUT Private Equity Billionaires At Last Minute | Breaking Points","Krystal and Saagar kick off this week of Breaking Points by breaking down the Democrats budget legislation and how Sinema ...","QFkI4KiLNcQ",70507,2690,0,779
"265","-lGMtumMgbI",2022-08-18,"Literally EVERYONE Hates Jared Kushner&#39;s New Book | Breaking Points with Krystal and Saagar","Krystal and Saagar review the criticism of Jared Kushner's new book coming everywhere from the NYT to former Trump advisers ...","-lGMtumMgbI",60972,1867,0,426
"266","CFpKXKlScyk",2022-04-12,"Gen Z Depression SKYROCKETS,  Many Possible Reasons Why | Breaking Points with Krystal and Saagar","Krystal and Saagar show the updated government statistics on youth sadness and depression and consider some of the reasons ...","CFpKXKlScyk",78190,2976,0,1117
"267","zRntKy7Z-J8",2022-05-12,"Squad FALLS IN LINE For BILLIONS More In Weapons To Ukraine |Breaking Points with Krystal and Saagar","Krystal and Saagar look at the vote to send $40 billion more in Ukraine aid that took place in the House as the Squad fell in line ...","zRntKy7Z-J8",82703,3246,0,1266
"268","ChEpq5W5Y6E",2022-02-13,"Chelsea Clinton SMEARS Substack Writers As Grifters | Breaking Points with Krystal and Saagar","Krystal and Saagar respond to the smears of Substack writers by Chelsea Clinton, whose entire life has been built around her ...","ChEpq5W5Y6E",131608,7000,0,956
"269","9reK4gJ7Y1w",2022-04-25,"EXCLUSIVE FOOTAGE: Bernie, AOC Rally With Amazon Workers | Breaking Points with Krystal and Saagar","Krystal and Saagar provide exclusive interviews of Amazon workers at the rally attended by Bernie and AOC ahead of the next ...","9reK4gJ7Y1w",40042,2000,0,394
"270","dOyRf_L01W4",2022-06-19,"Oil Markets REVEAL Rot In American Economy | Breaking Points with Krystal and Saagar","Krystal and Saagar have James Li break down oil markets even further and explain why it is part of a larger rot in the American ...","dOyRf_L01W4",99351,5197,0,994
"271","SkeyiGM_YsU",2022-03-29,"Biden Floats BILLIONS More In Defense Budget | Breaking Points with Krystal and Saagar","Krystal and Saagar cover the Biden budget proposal featuring billions more in spending on defense with the justification being the ...","SkeyiGM_YsU",40781,1563,0,371
"272","b6OfE96mgAw",2022-04-07,"Biden FLIP FLOPS On Support For Amazon Labor Union | Breaking Points with Krystal and Saagar","Krystal and Saagar take a look at the comments made by President Biden in support of the Amazon Labor Union that the ...","b6OfE96mgAw",73796,3101,0,488
"273","sVWLSQXxFj8",2022-07-28,"DETAILS: Dems ACTUALLY Might Pass Climate Bill, Corporate Tax Hike | Breaking Points","Krystal and Saagar break down for Breaking Points viewers the tax and climate agreement by Schumer and Manchin that could ...","sVWLSQXxFj8",91003,3120,0,1198
"274","DFE8JJb0jKM",2022-07-11,"EXPLAINED: What Shinzo Abe Assassination Means For Japans Future | Breaking Points","Krystal and Saagar bring Japan expert Tobias Harris onto Breaking Points to better understand the legacy of assassinated former ...","DFE8JJb0jKM",105829,3411,0,675
"275","trHH7xZ1krk",2022-04-12,"Philly BRINGS BACK Mask Mandates, Will It DOOM Dems? | Breaking Points with Krystal and Saagar","Krystal and Saagar cover the renewed mask mandate in Philadelphia and the chance Democrats nationally follow with more ...","trHH7xZ1krk",68899,2389,0,793
"276","qk2aMxpS-6o",2022-07-12,"Herschel Walker LIES About Secret Kids To His Own Staff | Breaking Points with Krystal and Saagar","Krystal and Saagar examine the stumbles of the Herschel Walker GOP Senate campaign from lying to staff about hidden children ...","qk2aMxpS-6o",69021,2348,0,613
"277","K7d011WYaLk",2022-01-11,"SHOTS FIRED: Dem Senator Moves To BAN Corrupt Stock Trading |Breaking Points with Krystal and Saagar","Krystal and Saagar cover the pending legislation from Georgia Democratic Senator Jon Ossoff that would ban lucrative insider ...","K7d011WYaLk",119707,6609,0,885
"278","WUj4_Wx0eKU",2022-08-11,"Ilhan Omar WINS Close Democratic Primary | Breaking Points with Krystal and Saagar","Krystal and Saagar review Ilhan Omar's Democratic primary victory and the Wisconsin GOP gubernatorial primary To become a ...","WUj4_Wx0eKU",37751,1049,0,267
"279","IujQF0V31D4",2022-05-08,"Top Bernie Aide DISHES On Rogan Endorsement Controversy | Krystal Kyle &amp; Friends Podcast","Krystal and Kyle talk to former top Bernie Sanders campaign aide Ari Rabin-Havt about the major inflection points in the campaign ...","IujQF0V31D4",194342,5646,0,1130
"280","cFA6vatsOhQ",2022-07-25,"Krystal Ball: HALF Of Americans Say Civil War IMMINENT","Krystal combs through the civil war discourse on the right and left particularly with partisan media viewers that represents deep ...","cFA6vatsOhQ",129621,5001,0,2668
"281","mtWBnQbCHj0",2022-06-02,"Jury REJECTS Amber Heard&#39;s Accusations Of Abuse | Breaking Points with Krystal and Saagar","Krystal and Saagar break down the results of the Johnny Depp- Amber Heard trial that saw jurors reject Heard's accusations of ...","mtWBnQbCHj0",150550,4796,0,2098
"282","OHBR-ibwF84",2022-06-13,"Does DeSantis HAVE A CHANCE Against Trump? | Breaking Points with Krystal and Saagar","Krystal and Saagar look at the rumblings about Ron DeSantis and other Republican hopefuls running against Trump for the 2024 ...","OHBR-ibwF84",105105,2833,0,1807
"283","7krel-5p1VA",2022-06-06,"Putin HITS Kiev In WARNING To West | Breaking Points with Krystal and Saagar","Krystal and Saagar give the news about Putin's strike on Kyiv for the first time since April in the Ukraine war as the West explores ...","7krel-5p1VA",89477,3048,0,1130
"284","UNSGJHPpKsM",2022-02-03,"Starbucks, Big Oil Caught Making BILLIONS Off Price Gouging |Breaking Points with Krystal and Saagar","Krystal and Saagar break down the statistics showing how large corporations from Starbucks to oil companies are making record ...","UNSGJHPpKsM",90171,4171,0,880
"285","8HNYrU1ARU8",2022-08-16,"WATCH: Dr OZ CRINGE Trip To Grocery Store | Breaking Points with Krystal and Saagar","Krystal and Saagar cringe at Dr. Oz's inauthentic attempt to be an everyman during a trip to the grocery store and provide an ...","8HNYrU1ARU8",72861,2551,0,623
"286","fQWpqybZeos",2021-09-13,"Biden, Pentagon LIED About Afghan Drone Strike Which MURDERED US Ally, Children","Krystal and Saagar cover the investigative report that proved Biden and the Pentagon lied about the final drone strike in ...","fQWpqybZeos",88849,5769,0,1138
"287","g4l6NhkjmOo",2021-09-23,"Saagar Enjeti: MSNBC&#39;s Joy Reid SMEARS Gabby Petito Online Sleuths","Saagar takes a look at the details of the Gabby Petito murder and how the mainstream media has responded to the online interest ...","g4l6NhkjmOo",234721,9303,0,2384
"288","x3ojqZvVudw",2022-08-02,"DeShaun Watson Suspension EXPOSES NFL Hypocrisy | Breaking Points with Krystal and Saagar","Krystal and Saagar point out the NFL's hypocrisy in its light suspension of start QB DeShaun Watson after 30 sexual assault ...","x3ojqZvVudw",80281,2375,0,922
"289","ObWwteDdQG0",2022-06-09,"Krystal and Saagar DEBATE McConaughey Gun Proposals | Breaking Points with Krystal and Saagar","Krystal and Saagar get into a long debate about the gun control proposals by star actor and Uvalde native Matthew McConaughey ...","ObWwteDdQG0",104787,4809,0,3818
"290","6X3DOeUJ5eE",2022-05-09,"BONO, Jill Biden, Trudeau VISIT Ukraine | Breaking Points with Krystal and Saagar","Krystal and Saagar look at the decision by First Lady Jill Biden to visit Zelensky in Ukraine alongside rock legend Bono and ...","6X3DOeUJ5eE",49933,1643,0,506
"291","Gx22jJypthw",2022-08-02,"EVERYTHING To WATCH In Primary Races Today | Breaking Points with Krystal and Saagar","Krystal and Saagar go through everything viewers need to watch ahead of the primary elections happening across America ...","Gx22jJypthw",69853,1970,0,469
"292","dBWJnFX7LiY",2022-05-25,"Krystal And Saagar DEBATE Gun Control | Breaking Points with Krystal and Saagar","Krystal and Saagar go back and forth on gun control after the renewed debate about gun policy stirred by the mass shootings in ...","dBWJnFX7LiY",191094,6722,0,5844
"293","vcsXl1VzqJc",2022-04-14,"Elon Makes HUGE Twitter Offer, Can He Save Free Speech? | Breaking Points with Krystal and Saagar","Krystal and Saagar along with Kyle and Marshall talk about the Elon Musk Twitter offer and ensuing saga live from New York City ...","vcsXl1VzqJc",122961,3940,0,826
"294","Bcq5YqCqagI",2022-02-10,"The VIEW Spews Anti-Vax Misinfo As Dem Policies Change | Breaking Points with Krystal and Saagar","Krystal and Saagar debunk the blatant covid misinformation being pushed by The View as the Democratic party grapples with the ...","Bcq5YqCqagI",325628,11575,0,2053
"295","8yR2Sxnm5_4",2022-08-01,"Jon Stewart SHREDS GOP For Tanking Burn Pits Bill | Breaking Points with Krystal and Saagar","Krystal and Saagar take viewers through Jon Stewart's exasperation at the GOP for suddenly opposing a bill to provide healthcare ...","8yR2Sxnm5_4",101345,4041,0,1556
"296","vk_Vu53mGw0",2022-06-07,"Biden CAVES To China Lobby On Solar Panels | Breaking Points with Krystal and Saagar","Krystal and Saagar are joined by executive editor of The American Prospect David Dayen to better understand the gift provided by ...","vk_Vu53mGw0",61112,2616,0,424
"297","-4RKZmeh6I0",2022-08-16,"Dems HAMMER GOP On Abortion As Republican Fundraising Sinks |Breaking Points with Krystal and Saagar","Krystal and Saagar break down the Democrats huge fundraising advantage over Republicans in the midterm elections and how ...","-4RKZmeh6I0",38770,1343,0,600
"298","4HQu__BCcgI",2022-08-01,"Are Pollsters Underrating GOP Chances AGAIN? | Breaking Points with Krystal and Saagar","Krystal and Saagar are joined by elections expert Kyle Kondik to get a better sense of the midterm landscape and whether polls ...","4HQu__BCcgI",50596,1540,0,305
"299","uSHvSCzRb5s",2022-04-19,"SHOCK POLL: Even Young Trump Voters BACK Amazon Union | Breaking Points with Krystal and Saagar","Krystal and Saagar examine the initial polling data showing that the Amazon Labor Union has overwhelming support from ...","uSHvSCzRb5s",60708,2617,0,852
"300","bEAaYyWfKJc",2022-06-17,"Saagar FUMES At Woke Alma Mater For Removing Mascot | Breaking Points with Krystal and Saagar","Krystal and Saagar go back and forth on Saagar's alma mater George Washington University removing its mascot after pressure ...","bEAaYyWfKJc",103869,3459,0,1972
"301","pRA6Q_3dR_w",2022-06-09,"Dems Bring In TV EXECS To Produce Primetime Jan 6 Hearings | Breaking Points with Krystal and Saagar","Krystal and Saagar look at the primetime January 6th committee hearings being produced by cable news execs spearheading the ...","pRA6Q_3dR_w",107047,3325,0,1497
"302","1ixkdOi_JlA",2022-03-21,"China BLAMES NATO For Ukraine Crisis, Increases Russia Ties |Breaking Points with Krystal and Saagar","Krystal and Saagar go through the tone shift from China on the Russian invasion of Ukraine as the CCP now blames NATO and is ...","1ixkdOi_JlA",92381,3383,0,1261
"303","j8C3c7T9a8k",2022-07-25,"SHOCK POLL: BETO Surges In TX Gov Race On Uvalde Fallout | Breaking Points with Krystal and Saagar","Krystal and Saagar explore the Texas Gov race between GOP incumbent Greg Abbott and Democratic challenger Beto O'Rourke ...","j8C3c7T9a8k",113568,3523,0,1186
"304","y5Om1y_SbSs",2022-02-01,"GOP 2022 Strategy: Run On NOTHING But Bashing Dems | Breaking Points with Krystal and Saagar","Krystal and Saagar cover the GOP leadership's plan to run a policy free midterm campaign centered around bashing Democrats ...","y5Om1y_SbSs",88542,3144,0,993
"305","UNielynRfU0",2022-04-18,"Ukraine SINKS Flagship As Russia Nears Biggest Victory Yet | Breaking Points with Krystal and Saagar","Krystal and Saagar give a battle update on the war between Russia and Ukraine as a major Russian warship sinks and the ...","UNielynRfU0",69669,2250,0,618
"306","0gPJzEvHo3o",2022-06-21,"Daniel Nichanian: Establishment CRUSHED In France As Right, Left Surge | Breaking Points","Krystal and Saagar bring elections analyst Daniel Nichanian back to Breaking Points to better understand the French ...","0gPJzEvHo3o",78870,2293,0,302
"307","Y9eBvFHagUk",2022-06-22,"Trump Jr BLASTS Texas GOP For Barring Gay Republicans | Breaking Points with Krystal and Saagar","Krystal and Saagar point out the Don Jr and Texas GOP fight over gay Republicans as a division within the party on gay rights ...","Y9eBvFHagUk",135617,4277,0,2526
"308","dwJotb4pf0w",2022-07-01,"Krystal and Saagar THROW DOWN Over European Lifestyle, Food | Breaking Points","Krystal and Saagar debate the European lifestyle and food after Saagar received criticism online for his thoughts on the issue To ...","dwJotb4pf0w",168472,7430,0,4635
"309","VV8E7da95q0",2022-08-06,"Krystal and Saagar DEBATE Seed Oils | Breaking Points with Krystal and Saagar","Krystal and Saagar talk about seed oils and the online discourse around them in response to an AMA question about it To ...","VV8E7da95q0",74572,2270,0,1178
"310","WlruVLZOsn0",2022-08-09,"DeSantis TAKES LEAD In Betting Markets After Trump Raid | Breaking Points with Krystal and Saagar","Krystal and Saagar show the betting markets with DeSantis in the lead for the 2024 GOP nomination after Trump was raided by ...","WlruVLZOsn0",54483,1514,0,383
"311","_1Vb0gcnt2I",2022-07-29,"Instagram COPIES TIKTOK With New Update | Breaking Points with Krystal and Saagar","Krystal and Saagar explain the significance of Instagram's new update being a copy of TikTok and the criticism it has received To ...","_1Vb0gcnt2I",88549,3028,0,654
"312","CHjNXtRpcxo",2022-03-10,"Anna Khachiyan: Russophobia Is The Latest Liberal Activism | Breaking Points with Krystal and Saagar","Krystal and Saagar are joined by cultural critic and podcast host Anna Khachiyan to better understand the Russophobia being ...","CHjNXtRpcxo",128226,4918,0,991
"313","1jzCsuCXloI",2022-06-16,"Biden Sends $1 BILLION More In Aid To Ukraine | Breaking Points with Krystal and Saagar","Krystal and Saagar scrutinize the decision by Biden to send $1 billion more in military aid to Ukraine after repeated requests from ...","1jzCsuCXloI",41931,1707,0,660
"314","jzQ8Vf1RShw",2022-06-16,"Krystal Ball: Biden PATHETIC Inflation Result Caused by DC Brain ROT","Krystal takes aim at Joe Biden's inaction on inflation caused by a lack of political imagination from a lifetime of buying into DC ...","jzQ8Vf1RShw",111418,4309,0,1332
"315","dIyw7pqI48k",2021-10-25,"Kyle Kondik: Can Obama RESCUE VA Dem From SHOCKING Defeat? | Breaking Points with Krystal and Saagar","Krystal and Saagar are joined by elections expert Kyle Kondik to talk about the strategies being used by both campaigns in the ...","dIyw7pqI48k",45877,1745,0,214
