"","video_id","publishedAt","title","description","id","viewCount","likeCount","favoriteCount","commentCount"
"316","UUKQs6O0dao",2022-06-18,"Peter Zeihan: Why Globalization is OVER | The Realignment Podcast","Saagar and Marshall talk with author and geopolitical strategist Peter Zeihan on the realignment podcast about why globalization ...","UUKQs6O0dao",53986,2278,0,452
"317","h3vBYPXo9ns",2022-05-02,"Chomsky Says TRUMP Only One Pushing Peace In Ukraine | Breaking Points with Krystal and Saagar","Krystal and Saagar respond to the comments made by Noam Chomsky in a recent interview where he labeled Donald Trump as ...","h3vBYPXo9ns",94465,2969,0,1159
"318","L9beI2kxnQM",2021-11-16,"STUDY: Dems Losing &#39;Normal&#39; Voters Of ALL Races | Breaking Points with Krystal and Saagar","Saagar and guest host Kyle Kulinski cover a new study that explains why Democrats are losing normal voters of all races despite ...","L9beI2kxnQM",113142,5833,0,915
"319","nHR7PrKh9bc",2022-08-07,"Political, Media Elites GASLIGHT On Third Parties | Breaking Points with Krystal and Saagar","Krystal and Saagar have commentator James Li make the case for third parties in response to gaslighting from political and ...","nHR7PrKh9bc",43605,2404,0,477
"320","X_P6EWd6po0",2022-06-09,"General UNDER INVESTIGATION For Illegal Qatar Lobbying | Breaking Points with Krystal and Saagar","Krystal and Saagar scrutinize the former top general under investigation for illegal lobbying for the Qatar government during his ...","X_P6EWd6po0",54177,2101,0,281
"321","dqF76pKG8kI",2022-06-15,"NFL Coach FINED $100K For Comparing Jan 6 to BLM Riots | Breaking Points with Krystal and Saagar","Krystal and Saagar weigh in on the decision by the Washington Commanders to fine Defense Coordinator Jack Del Rio 100K for ...","dqF76pKG8kI",98178,2849,0,1997
"322","2izbCtAlahM",2022-05-23,"Trump Poised For HUMILIATION As Brian Kemp Nears Victory | Breaking Points with Krystal and Saagar","Krystal and Saagar examine the Georgia GOP Gov. primary election where incumbent Brian Kemp is expected to win easily ...","2izbCtAlahM",74918,2126,0,596
"323","p_TKTgOln6o",2022-06-21,"Will Trump Endorse Accused Wife Beater With Psychotic &#39;RINO Hunting&#39; Ad? | Breaking Points","Krystal and Saagar criticize Missouri GOP Senate frontrunner Eric Greitens' 'RINO Hunting' ad that spurred controversy after he ...","p_TKTgOln6o",62641,2092,0,881
"324","tthtgJiuJQc",2022-06-16,"Americans HATE Journalists In New Poll | Breaking Points with Krystal and Saagar","Krystal and Saagar analyze the polling of journalists by Pew Research Center showing how their opinions differ from the ...","tthtgJiuJQc",75423,2827,0,977
"325","5AI1gbZiExw",2022-06-13,"Krystal Ball: The Left Case AGAINST Jan 6 Commission","Krystal makes the left case against prioritizing the Jan 6th commission by demonstrating how political violence and riots are a ...","5AI1gbZiExw",69099,3501,0,987
"326","qgwvJYEUURQ",2022-06-30,"Secret Service DENIES Key Trump Jan 6 Testimony | Breaking Points with Krystal and Saagar","Krystal and Saagar evaluate the secret service's response to Cassidy Hutchinson's testimony about Trump getting into a physical ...","qgwvJYEUURQ",97189,3059,0,1720
"327","NbPAWqSgXzQ",2022-07-11,"WH FEARS ACCIDENTAL Russian Strike On NATO | Breaking Points with Krystal and Saagar","Krystal and Saagar deliver an update on the war between Russia and Ukraine given the increased risk a Russian strike could ...","NbPAWqSgXzQ",75251,2533,0,898
"328","F4Bk_OpZheM",2022-05-10,"Feds File MASSIVE Suit Against Starbucks Union Busters | Breaking Points with Krystal and Saagar","Krystal and Saagar talk with two Starbucks workers and labor organizers about the massive lawsuit filed by the NLRB against the ...","F4Bk_OpZheM",34627,1645,0,186
"329","uqBj0Sy535Y",2022-05-30,"Kamala Calls For ASSAULT WEAPONS BAN | Breaking Points with Krystal and Saagar","Krystal and Saagar comment on the speech VP Kamala Harris gave at the funeral of a Buffalo shooting victim where she called for ...","uqBj0Sy535Y",77307,2475,0,2139
"330","dv6tZPbx02U",2022-06-02,"Top NFT Marketplace Exec CAUGHT INSIDER TRADING | Breaking Points with Krystal and Saagar","Krystal and Saagar look at the first instance of digital marketplace insider trading to be uncovered by lawmakers involving an NFT ...","dv6tZPbx02U",73990,2002,0,435
"331","GXX1JrZ4_O0",2022-06-13,"Congress Reaches GUN Deal: Everything You Need To Know | Breaking Points with Krystal and Saagar","Krystal and Saagar deliver everything you need to know about the bipartisan, filibuster proof gun legislation agreed upon in the ...","GXX1JrZ4_O0",75029,2159,0,922
"332","yGiNzgxeoNk",2022-04-05,"Fox News CONFRONTS Zelensky On Ukraine Neo-Nazi Battalion | Breaking Points with Krystal and Saagar","Krystal and Saagar offer their perspective on the comments made by Ukraine president Zelensky about the neo-nazi Azov ...","yGiNzgxeoNk",200812,6152,0,3539
"333","TSQWd4LQnbc",2022-05-28,"INSIDE Starbucks Harassment, Firing of Union Leaders | Breaking Points with Krystal and Saagar","Krystal and Saagar talk with Starbucks unionization leader Laila Dalton about how the company harassed her and then fired her ...","TSQWd4LQnbc",22830,1322,0,357
"334","CsvyEfIBvtA",2022-06-30,"NATO Goes On &#39;Combat Stance&#39; With Expansion, Troop Deployments | Breaking Points","Krystal and Saagar break down the NATO expansion and troop deployments announced by President Biden and allies at the ...","CsvyEfIBvtA",63964,2319,0,938
"335","bk43_rP5EHU",2022-05-12,"Ryan Grim: Left EATS ITS OWN In Warning To Progressives | Breaking Points with Krystal and Saagar","Krystal and Saagar are joined by journalist and commentator Ryan Grim who tells the story of a leftist campaign that self ...","bk43_rP5EHU",131131,4293,0,1257
"336","1R8HGnLlKcE",2022-06-21,"Russia Threatens NATO Amid Lithuania Blockade | Breaking Points with Krystal and Saagar","Krystal and Saagar break down the Lithuanian blockage of goods flowing to the Russian baltic enclave Kaliningrad to enforce EU ...","1R8HGnLlKcE",93889,3359,0,1534
"337","tN2j3BbOOUA",2022-04-16,"Georgia Reporter: What Media MISSED On Trump&#39;s GA Influence |Breaking Points with Krystal and Saagar","Krystal and Saagar are joined by Georgia based journalist Greg Bluestein to better understand the 2022 election forecast in GA ...","tN2j3BbOOUA",39094,1644,0,335
"338","buTAMNE6gCI",2022-05-19,"Will GOP PA Gov Nominee Cause CONSTITUTIONAL CRISIS? | Breaking Points with Krystal and Saagar","Krystal and Saagar focus on the primary victory by GOP candidate Doug Mastriano who could trigger a constitutional crisis if he ...","buTAMNE6gCI",55963,1804,0,701
"339","hXCvrl0u5jA",2022-05-09,"The Remarkably CLEAR Data On How Americans Feel About Roe | Breaking Points with Krystal and Saagar","Krystal and Saagar are joined by Gallup Editor-In-Chief Mohamed Younis to dive into the data on Roe vs Wade over the past 30 ...","hXCvrl0u5jA",39321,1439,0,615
"340","Vfe_QfTTNYU",2022-04-21,"Big Crypto THROWS MONEY At Dem Establishment | Breaking Points with Krystal and Saagar","Krystal and Saagar bring back journalist Ryan Grim to provide his coverage of crypto billionaire funding Nina Turner's opponent ...","Vfe_QfTTNYU",72842,3050,0,1084
"341","OGcRNhywSrU",2022-06-17,"How the FED Caused Inflation | Breaking Points with Krystal and Saagar","Krystal and Saagar have Marshall interview journalist Christopher Leonard to better understand the role played by the Fed in ...","OGcRNhywSrU",55449,1897,0,597
"342","BmAcnUDCKgc",2022-07-10,"Kyle Kulinski PRESSES Jordan Peterson On Trump Record | Krystal Kyle &amp; Friends","Kyle talks about the 2016 and 2020 general elections and Trump's record with Jordan Peterson in a wide ranging interview ...","BmAcnUDCKgc",219392,6785,0,4005
"343","TnPRmpgsFCE",2022-06-30,"Poll: 89% Of Ukrainians REJECT Peace With Russia | Breaking Points with Krystal and Saagar","Krystal and Saagar analyze the outlook on the Ukraine war given the strong support in Ukraine and Russia for keeping the war ...","TnPRmpgsFCE",45410,1403,0,813
"344","gmnDeDQJ5d8",2022-06-30,"SHOCK POLL: Dem Advantage EXPLODES After Roe | Breaking Points with Krystal and Saagar","Krystal and Saagar consider the polling data showing Democrats advantage on abortion is growing after Roe being overturned ...","gmnDeDQJ5d8",91540,2475,0,1199
"345","YwTfpNrmh1c",2022-06-26,"Jules Terpak: Will TikTok Get Banned? | Breaking Points with Krystal and Saagar","Krystal and Saagar have Marshall Kosloff interview TikTok creator and podcast host Jules Terpak to get her thoughts on banning ...","YwTfpNrmh1c",73007,2200,0,467
"346","KVR5YCqQ4MU",2022-02-03,"CNN Boss RESIGNS After Cuomo Linked SEX Scandal | Breaking Points with Krystal and Saagar","Krystal and Saagar deliver the news of CNN boss Jeff Zucker's shock resignation due to an affair he was having with a CNN ...","KVR5YCqQ4MU",135246,5092,0,726
"347","4D9i8_OvTw0",2021-06-22,"Krystal and Saagar: American Airlines Took BAILOUT BILLIONS, Fired Workers, Claims Labor Shortage","Krystal and Saagar analyze the situation unfolding at American Airlines and their supposed worker shortage. To become a ...","4D9i8_OvTw0",183788,10045,0,1645
"348","OrLjdqY3oZ4",2022-08-16,"DEEP DIVE: Will Biden Bill Bring Coal Country Jobs Back? | Breaking Points with Krystal and Saagar","Krystal and Saagar are joined by Washington Post reporter Jeff Stein to take a deep dive into how the climate provisions in ...","OrLjdqY3oZ4",28839,976,0,194
"349","vnOcj_gud3A",2022-06-13,"Trump BANS Jan 6 Talk From Truth Social | Breaking Points with Krystal and Saagar","Krystal and Saagar talk about the January 6th committee hearings aired in primetime and how Donald Trump responded to the ...","vnOcj_gud3A",80413,2616,0,1435
"350","vHKZd01vEm4",2022-07-12,"Biden STILL Beats Trump, Trump Beats DeSantis In Polls | Breaking Points with Krystal and Saagar","Krystal and Saagar consider the political ramifications of Biden still leading Trump in 2024 polls and Trump beating DeSantis with ...","vHKZd01vEm4",85761,2388,0,1448
"351","YwTfpNrmh1c",2022-06-26,"Jules Terpak: Will TikTok Get Banned? | Breaking Points with Krystal and Saagar","Krystal and Saagar have Marshall Kosloff interview TikTok creator and podcast host Jules Terpak to get her thoughts on banning ...","YwTfpNrmh1c",73007,2200,0,467
"352","OrLjdqY3oZ4",2022-08-16,"DEEP DIVE: Will Biden Bill Bring Coal Country Jobs Back? | Breaking Points with Krystal and Saagar","Krystal and Saagar are joined by Washington Post reporter Jeff Stein to take a deep dive into how the climate provisions in ...","OrLjdqY3oZ4",28839,976,0,194
"353","vnOcj_gud3A",2022-06-13,"Trump BANS Jan 6 Talk From Truth Social | Breaking Points with Krystal and Saagar","Krystal and Saagar talk about the January 6th committee hearings aired in primetime and how Donald Trump responded to the ...","vnOcj_gud3A",80413,2616,0,1435
"354","5BkEl2ZBheg",2021-12-13,"Donziger RELEASED After Breaking Points Pressure | Breaking Points with Krystal and Saagar","Krystal and Saagar cover the news that Steven Donziger has been released from prison and sent back home to serve out the rest ...","5BkEl2ZBheg",122737,7428,0,622
"355","vHKZd01vEm4",2022-07-12,"Biden STILL Beats Trump, Trump Beats DeSantis In Polls | Breaking Points with Krystal and Saagar","Krystal and Saagar consider the political ramifications of Biden still leading Trump in 2024 polls and Trump beating DeSantis with ...","vHKZd01vEm4",85761,2388,0,1448
"356","Y5xnIqpTPaM",2022-08-15,"DETAILS: These THREE Laws Possibly Violated By Trump | Breaking Points with Krystal and Saagar","Krystal and Saagar give the specifics on the Trump criminal probe by the DOJ and the laws he possibly violated by mishandling ...","Y5xnIqpTPaM",62957,1848,0,920
"357","bN2GhKCzeyY",2021-12-10,"DAILY POSTER: 6 LIES Media Is Telling On Inflation | Breaking Points with Krystal and Saagar","Krystal and Saagar talk to Daily Poster journalist Julia Rock about 6 myths being told to the public by the media about inflation as ...","bN2GhKCzeyY",150338,5696,0,1133
"358","fjpWHcxYQq0",2022-01-19,"Saagar Enjeti: NBA Owner, FB Billionaire Says &#39;I Don&#39;t Care&#39; About Chinese Genocide","Saagar issues a scathing critique of the Warriors co-owner and tech billionaire who downplayed China's Uighur genocide in what ...","fjpWHcxYQq0",196931,8404,0,2232
"359","VC0r_GpKvUU",2022-08-11,"REPORT: Trump Has FBI RAT In His Orbit | Breaking Points with Krystal and Saagar","Krystal and Saagar talk about the implications of the report about Trump having a rat who talked to the FBI in his inner orbit To ...","VC0r_GpKvUU",168948,4727,0,2467
"360","yhJ15oCV25g",2022-06-24,"Kamala Fundraiser CANCELED After Lack of Ticket Sales | The Kyle Kulinski Show","Kyle Kulinski comments on Kamala cancelling a fundraiser after a lack of ticket sales showing donors disinterest in the VP Krystal, ...","yhJ15oCV25g",93488,3252,0,726
"361","78p_kY23LIA",2022-08-16,"Gen Z CHEERS As Housing Prices Crash | Breaking Points with Krystal and Saagar","Krystal and Saagar examine data about how Americans would feel about a housing market crash without the blooper in the ...","78p_kY23LIA",122951,3738,0,1190
"362","hNLAG8kHQuM",2022-08-16,"NYT CAUGHT Hiding Conflict Of Interest In Endorsement | Breaking Points with Krystal and Saagar","Krystal and Saagar reveal the conflict of interest left out of the New York Times' endorsement of NY-10 congressional candidate ...","hNLAG8kHQuM",45095,1490,0,148
"363","Of_lNH_Ie-Q",2022-08-17,"REACTION: Liz Cheney CLOBBERED As She Floats 2024 Run | Breaking Points with Krystal and Saagar","Krystal and Saagar react to Liz Cheney's overwhelming defeat in the Wyoming GOP primary and the possibility she runs in 2024 ...","Of_lNH_Ie-Q",153310,4959,0,1811
"364","M6-P_vdua-s",2022-08-22,"Brian Stelter&#39;s HUMILIATING Finish After CNN Firing | Breaking Points with Krystal and Saagar","Krystal and Saagar present viewers with the news about Brian Stelter getting fired from CNN and his humiliating final show To ...","M6-P_vdua-s",30382,3280,0,556
"365","J-b_sOvock4",2022-08-21,"Can Americans TRUST The IRS? | Breaking Points with Krystal and Saagar","Krystal and Saagar consider whether regular Americans can trust the revamped IRS not to go after them with their new funds and ...","J-b_sOvock4",55539,2108,0,667
"366","Q1QME3rBAYk",2022-08-18,"Saagar Enjeti: GOP Is The MAGA Party. Enough With Cheney Delusions","Saagar dives into why conservatives should stop deluding themselves and accept that the GOP is simply the party of Trump ...","Q1QME3rBAYk",77096,2750,0,1079
"367","sRilZ0P5814",2022-08-18,"Pence BLASTS GOP Calls To Defund FBI | Breaking Points with Krystal and Saagar","Krystal and Saagar deliberate on the comments made by Mike Pence about GOP calls to defund the FBI that represent another ...","sRilZ0P5814",47729,1360,0,418
"368","dC4koqHzR_U",2022-08-22,"Trump May DELAY 2024 Announcement Amid McConnell WAR | Breaking Points with Krystal and Saagar","Krystal and Saagar weigh in on the reports about Trump delaying his 2024 campaign announcement until after the midterms amid ...","dC4koqHzR_U",11256,550,0,63
"369","6NrDflzzhtA",2022-08-18,"Liz Cheney Likens Herself To LINCOLN In Potential 2024 Bid | Breaking Points with Krystal and Saagar","Krystal and Saagar expand on the Liz Cheney primary defeat and rebuke her speech comparing herself to Abraham Lincoln To ...","6NrDflzzhtA",35636,1225,0,291
"370","K4VZj08_Kms",2022-08-13,"POLL: Biden Underwater On Inflation, Economic Recovery | Breaking Points with Krystal and Saagar","Krystal and Saagar review a new poll on the issues showing Joe Biden with over 60 percent disapproval on inflation, economic ...","K4VZj08_Kms",49289,1729,0,470
"371","-P6GFmNAc6w",2022-08-20,"Sinema&#39;s SHAMELESS Wall Street Giveaway In Biden Bill | Breaking Points with Krystal and Saagar","Krystal converses with The Lever journalist David Sirota about Biden's so-called Inflation Reduction Act and the Wall Street ...","-P6GFmNAc6w",40104,1670,0,470
"372","q0Y95Rsy9UQ",2022-08-18,"Ryan And Emily SOUND OFF On 2022 Midterm Chances | Breaking Points with Krystal and Saagar","Krystal and Saagar are joined by political commentators Ryan Grim and Emily Jashinsky to talk in depth about the 2022 midterm ...","q0Y95Rsy9UQ",56633,2184,0,564
"373","2KjilYIY7m8",2022-08-22,"DETAILS: Putin Ally ASSASSINATED In Moscow | Breaking Points with Krystal and Saagar","Krystal and Saagar dive into the assassination of a philosopher and close Putin ally that could escalate the Russian war against ...","2KjilYIY7m8",21103,1198,0,294
"374","XxVvtI33pwM",2022-08-22,"Are Polls RIGGED In Dem Favor? | Breaking Points with Krystal and Saagar","Krystal and Saagar reflect on past election outcomes and consider whether polls are rigged in favor of Democrats To become a ...","XxVvtI33pwM",8730,499,0,142
"375","9_4oUO76Zyw",2022-08-22,"GOP CIVIL WAR As Tucker, Hannity Point Fingers On Bad Polls |Breaking Points with Krystal and Saagar","Krystal and Saagar watch the GOP civil war playing out between the party leadership and Fox News anchors Sean Hannity and ...","9_4oUO76Zyw",15192,768,0,180
"376","0h5yeDPza8A",2022-08-22,"Dem Midterm Chances SKYROCKET After Abortion Decision | Breaking Points with Krystal and Saagar","Krystal and Saagar analyze how the SCOTUS abortion decision has boosted Dems midterm chances by rallying the base and ...","0h5yeDPza8A",11079,627,0,234
"377","Mrjf9kHLWgI",2022-08-20,"Rogan Has HEATED DEBATE on Abortion | Breaking Points with Krystal and Saagar","Krystal and Saagar cover the heated debate between Joe Rogan and a guest on his show about abortion To become a Breaking ...","Mrjf9kHLWgI",149097,4060,0,3572
"378","snJhj3nbvJk",2022-08-21,"Krystal and Saagar DEBATE Why Trump Took Classified Docs | Breaking Points with Krystal and Saagar","Krystal and Saagar debate the two proposed reasons as to why Trump took classified documents from the White House to his ...","snJhj3nbvJk",46214,1240,0,812
"379","UU_dJUfoqFE",2022-07-07,"Dem Insiders FREAK At Incompetent Biden | Breaking Points with Krystal and Saagar","Krystal and Saagar look at the reporting from inside Democratic party circles and the Biden administration with top officials ...","UU_dJUfoqFE",190932,6855,0,1614
"380","5kQ6gzx5QZA",2022-07-19,"Disinfo Czar DENIES Disinfo To CNN&#39;s Brian Stelter | Breaking Points with Krystal and Saagar","Krystal and Saagar show viewers how the infamous 'disinfo' czar Nina Jankowicz responded to attacks on her for her own ...","5kQ6gzx5QZA",140992,5309,0,604
"381","e45d2Lo85t0",2022-07-25,"Pelosi DENIES Insider Trading As Husband Trades Millions | Breaking Points with Krystal and Saagar","Krystal and Saagar scrutinize the stock trades by Nancy Pelosi's husband ahead of a big vote on semiconductor legislation To ...","e45d2Lo85t0",110180,5088,0,995
"382","gKgYZNqcoZ8",2022-07-27,"Kamala Speechwriter FLEES After Disastrous 4 Months | Breaking Points with Krystal and Saagar","Krystal and Saagar update viewers on the staff turnover in Vice President Kamala Harris' office after her speechwriter left only 4 ...","gKgYZNqcoZ8",132204,5344,0,807
"383","nbvRngeLr9I",2022-06-13,"Taylor Lorenz CAUGHT In ANOTHER LIE | Breaking Points with Krystal and Saagar","Krystal and Saagar examine the latest lie engulfing Taylor Lorenz after she scapegoated her editor for a mistake in her recent ...","nbvRngeLr9I",187873,5983,0,807
"384","YtEBZhdVzW0",2022-07-21,"News Companies Continue To TANK Without Trump | Breaking Points with Krystal and Saagar","Krystal and Saagar analyze the drop in engagement seen by media of all different forms after Trump despite the newsworthy ...","YtEBZhdVzW0",108708,4932,0,807
"385","kN0uYYvX-RE",2022-06-23,"PROOF: Cops Could Have Stopped Uvalde Shooting In &#39;THREE MINUTES&#39; | Breaking Points","Krystal and Saagar provide viewers with the latest revelations concerning the Uvalde shooting that show how cops could have ...","kN0uYYvX-RE",104820,4980,0,1162
"386","gSbpfdtNcyg",2022-04-26,"REVEALED: Kamala Taps MORNING JOE For Political Advice | Breaking Points with Krystal and Saagar","Krystal and Saagar look at the collapse of Kamala Harris's inner circle and the new people she is turning to for advice such as ...","gSbpfdtNcyg",112032,3837,0,674
"387","MdgqTm4Aqqo",2022-05-31,"Is Pelosi BLOCKING Stock Trading Ban For Congress? | Breaking Points with Krystal and Saagar","Krystal and Saagar update viewers on the stock ban negotiations in Congress that have stalled behind the scenes in large part ...","MdgqTm4Aqqo",65436,2919,0,432
"388","C_7lv56C-Dk",2022-05-20,"Alternative World Hillary Series REJECTED By Hulu | Breaking Points with Krystal and Saagar","Krystal and Saagar look at the rejection by Hulu of a proposed show where Hillary Clinton lives an alternative life without every ...","C_7lv56C-Dk",88960,3787,0,542
"389","QrYrgYeCBno",2022-05-27,"Southern Baptists ROCKED By BOMBSHELL Sexual Assault Coverup | Breaking Points","Krystal and Saagar cover the bombshell coverup of sexual assault by the Southern Baptist Church that has rocked the institution ...","QrYrgYeCBno",71816,2838,0,789
"390","rLuS4Abn9ZE",2022-06-09,"Uvalde Teacher BLASTS Police: &quot;I Will Never Forgive&#39; | Breaking Points with Krystal and Saagar","Krystal and Saagar cover the harrowing stories from the Uvalde shooting survivors as the police coverup of their misconduct ...","rLuS4Abn9ZE",58605,2667,0,467
"391","YfRYRqMkGUI",2022-06-26,"John Mearsheimer&#39;s PRESCIENT Warning Of Ukraine War | Breaking Points with Krystal and Saagar","Krystal and Saagar analyze the prophetic warning made by Professor John Mearsheimer of war between Russia and Ukraine ...","YfRYRqMkGUI",125392,4496,0,1429
"392","cJW5myZATJM",2022-08-04,"Saagar Enjeti: Dave Portnoy Was RIGHT About GOP And Abortion","Saagar revisits the Barstool Conservatism thesis and Dave Portnoy's comments on abortion after the GOP was strongly defeated ...","cJW5myZATJM",181798,5605,0,1448
"393","XPjBa8-_V6c",2022-08-08,"China REFUSES US Phone Calls Amid Military Drills | Breaking Points with Krystal and Saagar","Krystal and Saagar cover the escalation by China after Nancy Pelosi's trip to Taiwan that saw Beijing embark on unprecedented ...","XPjBa8-_V6c",108693,3577,0,1230
"394","Qd8mBexAbkU",2022-05-23,"Krystal Ball: Dem Party DESTROYED By Consultant Swamp ROT","Krystal explains why the Democrats need to drain the swamp in their party and get rid of the permanent class of corporate backed ...","Qd8mBexAbkU",83822,3904,0,573
"395","IdohFjBoyJc",2022-03-17,"Krystal Ball: Bill Burr DESTROYS Corrupt Politicians for Gas Prices","Krystal breaks down the lies being told by big oil companies and their political allies about why gas prices are so high as was ...","IdohFjBoyJc",256645,12589,0,2107
"396","sBFJVXoTgrk",2022-08-04,"RED STATE SHOCK: Voters Overwhelmingly Reject Abortion Ban | Breaking Points with Krystal and Saagar","Krystal and Saagar bring the results of the Kansas abortion referendum that saw voters reject the chance of an abortion ban ...","sBFJVXoTgrk",117061,3900,0,1703
"397","wrOOlZfxBdA",2022-05-27,"Kellyanne Conway BLASTS HUSBAND, Jared Kushner In New Book | Breaking Points with Krystal and Saagar","Krystal and Saagar react to comments made by Kellyanne Conway in her new book about Jared Kushner's role in the White ...","wrOOlZfxBdA",67221,1975,0,349
"398","Y4N_a-dS7vM",2022-07-11,"Top Anti-War Think Tank DEFENDS Stance On Ukraine | Breaking Points with Krystal and Saagar","Krystal and Saagar evaluate the lack of dissent from US foreign policy on Ukraine and the fallout suffered by a top anti-war think ...","Y4N_a-dS7vM",43424,1813,0,451
"399","U8Cq4EKwD_Y",2022-08-14,"Is The GOP ALL TALK On Going After FBI? | Breaking Points with Krystal and Saagar","Krystal and Saagar consider whether America needs a new Church Committee to check the FBI's power and if the GOP is serious ...","U8Cq4EKwD_Y",50906,1686,0,549
"400","_-Jq43h1qkc",2022-05-23,"Will Establishment Dems Suffer Another DEVASTATING BLOW In TX Primary? | Breaking Points","Krystal and Saagar go through the competitive Democratic primary in Texas between establishment incumbent Henry Cuellar and ...","_-Jq43h1qkc",52404,1907,0,286
"401","Qd8mBexAbkU",2022-05-23,"Krystal Ball: Dem Party DESTROYED By Consultant Swamp ROT","Krystal explains why the Democrats need to drain the swamp in their party and get rid of the permanent class of corporate backed ...","Qd8mBexAbkU",83822,3904,0,573
"402","IdohFjBoyJc",2022-03-17,"Krystal Ball: Bill Burr DESTROYS Corrupt Politicians for Gas Prices","Krystal breaks down the lies being told by big oil companies and their political allies about why gas prices are so high as was ...","IdohFjBoyJc",256645,12589,0,2107
"403","sBFJVXoTgrk",2022-08-04,"RED STATE SHOCK: Voters Overwhelmingly Reject Abortion Ban | Breaking Points with Krystal and Saagar","Krystal and Saagar bring the results of the Kansas abortion referendum that saw voters reject the chance of an abortion ban ...","sBFJVXoTgrk",117061,3900,0,1703
"404","wrOOlZfxBdA",2022-05-27,"Kellyanne Conway BLASTS HUSBAND, Jared Kushner In New Book | Breaking Points with Krystal and Saagar","Krystal and Saagar react to comments made by Kellyanne Conway in her new book about Jared Kushner's role in the White ...","wrOOlZfxBdA",67221,1975,0,349
"405","Y4N_a-dS7vM",2022-07-11,"Top Anti-War Think Tank DEFENDS Stance On Ukraine | Breaking Points with Krystal and Saagar","Krystal and Saagar evaluate the lack of dissent from US foreign policy on Ukraine and the fallout suffered by a top anti-war think ...","Y4N_a-dS7vM",43424,1813,0,451
"406","U8Cq4EKwD_Y",2022-08-14,"Is The GOP ALL TALK On Going After FBI? | Breaking Points with Krystal and Saagar","Krystal and Saagar consider whether America needs a new Church Committee to check the FBI's power and if the GOP is serious ...","U8Cq4EKwD_Y",50906,1686,0,549
"407","_-Jq43h1qkc",2022-05-23,"Will Establishment Dems Suffer Another DEVASTATING BLOW In TX Primary? | Breaking Points","Krystal and Saagar go through the competitive Democratic primary in Texas between establishment incumbent Henry Cuellar and ...","_-Jq43h1qkc",52404,1907,0,286
"408","OhVKc99Ko8s",2022-08-09,"LAWYER: Fact From Fiction On Trump&#39;s Legal Jeopardy | Breaking Points with Krystal and Saagar","Krystal and Saagar are joined by national security lawyer Bradley Moss to better understand legal possibilities surrounding the ...","OhVKc99Ko8s",94381,2979,0,675
"409","K_qFcp3sUh8",2022-08-11,"Trump PLEADS THE FIFTH 400 Times In Deposition | Breaking Points with Krystal and Saagar","Krystal and Saagar break down the NY AG civil investigation into Donald Trump's business practices that led to him pleading the ...","K_qFcp3sUh8",71836,2003,0,820
"410","jAwOt3DuaiE",2022-07-24,"Are Dem Elites Too Captured By Capital To Change? | Krystal Kyle &amp; Friends","Krystal talks with historian Gary Gerstle about the deep attachment between Democrats and capital that make it difficult for them to ...","jAwOt3DuaiE",56062,1977,0,655
"411","Db_3a2u32Zc",2022-06-24,"Biden Social Security Pick Wants To CUT Program | Breaking Points with Krystal and Saagar","Krystal talks to The Lever Journalist Matthew Cunningham Cook about Biden's nominee to a key board overseeing Social Security ...","Db_3a2u32Zc",55818,2141,0,725
"412","TEGs14SB5dY",2022-05-26,"Are Worldwide BREAD RIOTS Already Here? | Breaking Points with Krystal and Saagar","Krystal and Saagar are joined by commodity markets expert Rupert Russell to better understand the coming food crisis caused by ...","TEGs14SB5dY",77977,2568,0,390
"413","WrJOxg_Ye1A",2022-08-02,"Krystal Ball: Libs FREAK Over Forward Party Cringe Launch","Krystal analyzes Andrew Yang's Forward Party launch and the lessons from the liberal freakout in response to it To become a ...","WrJOxg_Ye1A",111304,4092,0,1224
"414","loZ1IufAs0M",2022-02-18,"Inside Biden&#39;s Legal FIGHT Against Student Debtors | Breaking Points with Krystal and Saagar","Krystal and Saagar talk with Daily Poster journalist Julia Rock about how the Biden administration has been fighting student ...","loZ1IufAs0M",111048,5147,0,1177
"415","R-P6Szq7DsY",2022-05-03,"Krystal Ball: SCREWED College Educated Workers EXACT REVENGE","Krystal examines the changing dynamics of the working class caused by the growth in college educated youth taking up working ...","R-P6Szq7DsY",81224,2977,0,866
"416","FgEafZWsqg8",2021-08-31,"Judge STRIPS CUSTODY From Mom For Not Being Vaccinated","Krystal and Saagar weigh in on the story of a mom losing custody of her child for not being vaccinated and other instances of the ...","FgEafZWsqg8",124941,6730,0,2090
"417","zfDMeFrXPsU",2022-08-15,"ALL Of Trump&#39;s FBI Raid Excuses Explained | Breaking Points with Krystal and Saagar","Krystal and Saagar explain all of the legal defenses and justifications of the FBI raid given by Trump now that more information ...","zfDMeFrXPsU",106357,2685,0,1509
"418","SedsLX-dFjs",2022-07-05,"WH FREAKS At New Press Sec&#39;s TERRIBLE Debut | Breaking Points with Krystal and Saagar","Krystal and Saagar give their takes on the White House's internal response to new White House Press Secretary Karine ...","SedsLX-dFjs",241800,7809,0,1714
"419","5veoGTzP-1E",2022-06-06,"Cops THREATEN Uvalde Mom For Revealing Their Mistakes | Breaking Points with Krystal and Saagar","Krystal and Saagar cover the deepening Uvalde police coverup of their misconduct during the mass shooting including threats to ...","5veoGTzP-1E",199231,10273,0,2462
